_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
943620,4155531,2017.0,2017.0,1993.0,TCHC,3,Etobicoke-Lakeshore,250 TWELFTH ST,14,178,2018-01-08,64,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,W0335,43.6006696381,-79.5115220432,303854.172,4828747.612
943621,4156483,2017.0,2017.0,1967.0,TCHC,19,Beaches-East York,5 WAKUNDA PL,11,198,2018-01-08,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1923,43.715565256400005,-79.3046724013,320524.072,4841530.268999999
943622,4154243,2017.0,2017.0,2008.0,TCHC,7,Humber River-Black Creek,1900 SHEPPARD AVE W,4,27,2018-01-08,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,3.0,W0732,43.740025128,-79.509714967,304001.81,4844230.158
943623,4156316,2017.0,2017.0,1969.0,TCHC,19,Beaches-East York,444 LUMSDEN AVE,42,183,2018-01-08,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,S1930,43.695629657,-79.302310982,320791.011,4839337.097
943624,4156556,2018.0,2017.0,1970.0,TCHC,24,Scarborough-Guildwood,3943 LAWRENCE AVE E,3,15,2018-01-08,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,E2431,43.7631593909,-79.2047559,328556.497,4846841.376
943625,4155623,2017.0,2017.0,1955.0,TCHC,5,York South-Weston,1620 LAWRENCE AVE W,3,13,2018-01-08,59,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0526,43.7064506482,-79.4893217524,305627.966,4840469.963
943626,4155624,2017.0,2017.0,1955.0,TCHC,5,York South-Weston,1622 LAWRENCE AVE W,3,20,2018-01-08,59,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0526,43.706344038000005,-79.4898898343,305599.298,4840487.469
943627,4155517,2017.0,2017.0,1980.0,TCHC,3,Etobicoke-Lakeshore,2835 LAKE SHORE BLVD W,9,148,2018-01-08,61,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0335,43.6013719933,-79.50153664300001,304660.286,4828825.602
943628,4153022,2017.0,2017.0,1953.0,TCHC,4,Parkdale-High Park,3 LAXTON AVE,8,42,2018-01-08,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,S0436,43.639146507700005,-79.43773771810001,309807.939,4833023.91
943629,4155567,2017.0,2017.0,1972.0,TCHC,21,Scarborough Centre,1021 BIRCHMOUNT RD,11,236,2018-01-08,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2133,43.73164966,-79.27790394600001,322675.98699999996,4843323.473999999
943630,4153062,2017.0,2017.0,1918.0,TCHC,4,Parkdale-High Park,22 O'HARA AVE,3,13,2018-01-08,63,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,4.0,,,S0435,43.6419758468,-79.4348296425,310042.331,4833338.397
943631,4155610,2017.0,2017.0,1965.0,TCHC,19,Beaches-East York,1080 EASTERN AVE,6,41,2018-01-08,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,,3.0,,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,,S1941,43.665859716199996,-79.3160434122,319619.997,4836006.058999999
943632,4153833,2017.0,2017.0,1956.0,TCHC,15,Don Valley West,28 BROADWAY AVE,3,75,2018-01-08,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,N1526,43.71043048399999,-79.397121509,313074.95399999997,4840947.509
943633,4155607,2017.0,2017.0,1960.0,TCHC,14,Toronto-Danforth,1615 DUNDAS ST E,4,81,2018-01-08,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S1438,43.6665389642,-79.32806340350001,318650.451,4836079.491
943634,4155943,2017.0,2017.0,1965.0,TCHC,20,Scarborough Southwest,3171 EGLINTON AVE E,12,161,2018-01-08,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,E2027,43.7426229529,-79.22004925,327332.807,4844555.63
943635,4156455,2017.0,2017.0,1969.0,TCHC,20,Scarborough Southwest,20 EPPLEWORTH RD,3,36,2018-01-08,50,Building Audit,16,1.0,3.0,3.0,2.0,3.0,2.0,,2.0,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,E2023,43.726760854,-79.263575088,323859.729,4842772.896000001
943636,4156240,2017.0,2017.0,1969.0,TCHC,20,Scarborough Southwest,30 EPPLEWORTH RD,3,45,2018-01-08,50,Building Audit,16,2.0,3.0,2.0,2.0,3.0,2.0,,2.0,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2023,43.727206753999994,-79.263241732,323854.783,4842776.82
943637,4155589,2017.0,2017.0,1971.0,TCHC,4,Parkdale-High Park,245 DUNN AVE,20,384,2018-01-08,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,S0436,43.640216059,-79.433778346,310127.038,4833143.912
943638,4155638,2017.0,2017.0,1957.0,TCHC,8,Eglinton-Lawrence,1 FLEMINGTON RD,3,31,2018-01-08,59,Evaluation needs to be conducted in 1 year,14,4.0,2.0,4.0,3.0,2.0,3.0,,2.0,,,3.0,2.0,5.0,2.0,3.0,4.0,,2.0,,,N0823,43.719074422,-79.441290791,309514.797,4841904.254
943639,4155650,2017.0,2017.0,1962.0,TCHC,16,Don Valley East,51 PARKWOODS VILLAGE DR,7,81,2018-01-08,72,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,N1625,43.759507201000005,-79.320050542,319274.057,4846410.106000001
943640,4153592,2017.0,2017.0,1910.0,PRIVATE,13,Toronto Centre,2 PROSPECT ST,4,15,2018-01-08,70,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,3.0,,3.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,,,S1323,43.6667667454,-79.3716022421,315139.21,4836098.467
943641,4155705,2017.0,2017.0,1973.0,TCHC,1,Etobicoke North,2067 ISLINGTON AVE,12,162,2018-01-08,62,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,W0135,43.702256035,-79.548440591,300879.92699999997,4840035.496
943642,4155979,2017.0,2017.0,1970.0,TCHC,21,Scarborough Centre,47 GILDER DR,6,66,2018-01-05,58,Evaluation needs to be conducted in 1 year,19,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,E2134,43.736354755600004,-79.2553148807,324494.439,4843850.346
943643,4284986,2017.0,2017.0,1971.0,PRIVATE,19,Beaches-East York,9 CRESCENT PL,29,587,2018-01-05,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,S1930,43.695648592,-79.291287219,321619.854,4839297.583000001
943644,4155255,2017.0,2017.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,1 HILL HEIGHTS RD,4,30,2018-01-05,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,2.0,3.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,W0327,43.638061568299996,-79.4937696446,305286.99,4832901.638
943645,4156468,2017.0,2017.0,1972.0,TCHC,20,Scarborough Southwest,10 GORDONRIDGE PL,16,217,2018-01-05,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,E2024,43.726954137,-79.252290284,324713.92100000003,4842838.544
943646,4155957,2017.0,2017.0,1972.0,TCHC,20,Scarborough Southwest,30 GORDONRIDGE PL,17,231,2018-01-05,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,,E2024,43.726764513,-79.250888477,324750.497,4842822.528
943647,4155465,2017.0,2017.0,1984.0,TCHC,1,Etobicoke North,10 HUMBERLINE DR,13,179,2018-01-05,58,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,W0125,43.7312483321,-79.61180489510001,295777.595,4843260.265
943648,4155782,2017.0,2017.0,1965.0,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2018-01-05,54,Evaluation needs to be conducted in 1 year,19,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
943649,4155781,2017.0,2017.0,1965.0,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2018-01-05,57,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0123,43.737879704499996,-79.581199625,298243.847,4843994.13
943650,4156208,2017.0,2017.0,1965.0,TCHC,1,Etobicoke North,121 KENDLETON DR,11,194,2018-01-05,56,Evaluation needs to be conducted in 1 year,19,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,W0123,43.7376027043,-79.5808305747,298273.543,4843963.329
943651,4155588,2017.0,2017.0,1974.0,TCHC,4,Parkdale-High Park,85 SPENCER AVE,7,57,2018-01-05,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,S0437,43.637330091,-79.430147711,310420.221,4832823.529
943652,4153396,2017.0,2017.0,1990.0,TCHC,13,Toronto Centre,60 RICHMOND ST E,8,50,2018-01-05,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,4.0,S1334,43.6525396289,-79.3761942758,314771.228,4834517.345
943653,4155707,2017.0,2017.0,1970.0,TCHC,2,Etobicoke Centre,27 SCARLETTWOOD CRT,3,14,2018-01-05,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0224,43.693274018000004,-79.516001007,303494.335,4839036.572
943654,4155667,2017.0,2017.0,1971.0,TCHC,2,Etobicoke Centre,49 SCARLETTWOOD CRT,4,14,2018-01-05,66,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0224,43.69372017600001,-79.516153969,303485.161,4839089.472
943655,4288282,2018.0,2017.0,2017.0,PRIVATE,7,Humber River-Black Creek,2 VENA WAY,29,272,2018-01-05,98,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,W0728,,,301457.184,4845294.472
943656,4156390,2017.0,2017.0,1971.0,TCHC,22,Scarborough-Agincourt,2739 VICTORIA PARK AVE,15,203,2018-01-05,59,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2225,43.778310557,-79.32353353399999,318941.968,4848494.812
943657,4155942,2017.0,2017.0,1971.0,TCHC,22,Scarborough-Agincourt,2743 VICTORIA PARK AVE,15,201,2018-01-05,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,E2225,43.779266936999996,-79.323413406,318912.61199999996,4848579.722
943658,4152970,2017.0,2017.0,1992.0,TCHC,4,Parkdale-High Park,102 TYNDALL AVE,7,54,2018-01-05,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S0437,43.6366904799,-79.428980996,310514.679,4832751.594
943659,4156557,2017.0,2017.0,1970.0,TCHC,24,Scarborough-Guildwood,3941 LAWRENCE AVE E,3,33,2018-01-05,59,Evaluation needs to be conducted in 1 year,16,2.0,1.0,1.0,3.0,3.0,4.0,,5.0,,,3.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,,E2431,43.763624835,-79.2044874649,328577.92600000004,4846893.162
943660,4156555,2017.0,2017.0,1970.0,TCHC,24,Scarborough-Guildwood,3945 LAWRENCE AVE E,3,20,2018-01-05,54,Evaluation needs to be conducted in 1 year,16,2.0,1.0,1.0,3.0,2.0,4.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,,E2431,43.7630131413,-79.2041400469,328606.14,4846825.304
943661,4156554,2017.0,2017.0,1970.0,TCHC,24,Scarborough-Guildwood,3947 LAWRENCE AVE E,19,238,2018-01-05,49,Building Audit,18,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,,E2431,43.7638127672,-79.20381674149999,328631.854,4846914.233
943662,4155834,2017.0,2017.0,1969.0,TCHC,13,Toronto Centre,275 BLEECKER ST,21,301,2018-01-05,45,Building Audit,19,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,S1323,43.66883593520001,-79.3737051125,314969.275,4836328.077
943663,4156118,2017.0,2017.0,1969.0,TCHC,13,Toronto Centre,325 BLEECKER ST,24,327,2018-01-05,49,Building Audit,19,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,S1323,43.669381383,-79.37437191,314915.151,4836389.54
943664,4156038,2017.0,2017.0,1969.0,TCHC,13,Toronto Centre,375 BLEECKER ST,24,327,2018-01-05,55,Evaluation needs to be conducted in 1 year,19,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,S1323,43.670607632,-79.374814757,314879.229,4836525.723999999
943665,4156430,2017.0,2017.0,1972.0,TCHC,7,Humber River-Black Creek,7 ARLETA AVE,4,201,2018-01-05,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0732,43.7420099966,-79.5008716177,304714.372,4844449.658
943666,4155991,2017.0,2017.0,1972.0,TCHC,7,Humber River-Black Creek,11 ARLETA AVE,4,171,2018-01-05,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0732,43.7429406222,-79.5009610922,304707.169,4844553.048
943667,4154260,2017.0,2017.0,1952.0,PRIVATE,7,Humber River-Black Creek,73 LOVILLA BLVD,3,16,2018-01-05,71,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,,3.0,5.0,3.0,5.0,3.0,3.0,3.0,,5.0,4.0,,W0733,43.717730278000005,-79.5372015088,301786.885,4841753.108
943668,4152995,2017.0,2017.0,1989.0,TCHC,4,Parkdale-High Park,75 DOWLING AVE,7,138,2018-01-05,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,S0437,43.635062111,-79.437601411,309819.00800000003,4832571.13
943669,4155579,2017.0,2017.0,1969.0,TCHC,24,Scarborough-Guildwood,2180 ELLESMERE RD,16,180,2018-01-05,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,,E2422,43.777612123000004,-79.2311695919,326424.61,4848439.828
943670,4155578,2017.0,2017.0,1969.0,TCHC,24,Scarborough-Guildwood,2190 ELLESMERE RD,16,180,2018-01-05,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,E2422,43.777855001099994,-79.23003317979999,326516.0,4848467.109
943671,4154275,2017.0,2017.0,1960.0,PRIVATE,7,Humber River-Black Creek,25 DUNCANWOODS DR,11,148,2018-01-05,64,Evaluation needs to be conducted in 1 year,19,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,,W0722,43.7496851095,-79.55739159,300162.561,4845304.0030000005
943672,4153550,2018.0,2017.0,1917.0,PRIVATE,11,University-Rosedale,628 CHURCH ST,3,20,2018-01-05,47,Building Audit,15,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,,,S1137,43.669587287,-79.382813793,314232.17,4836412.982
943673,4152998,2017.0,2017.0,1992.0,TCHC,4,Parkdale-High Park,1447 KING ST W,6,59,2018-01-05,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,S0437,43.6366736608,-79.4376587469,309814.512,4832749.203
943674,4155283,2017.0,2017.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,10 KINGS POINT DR,3,19,2018-01-05,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0327,43.63983146819999,-79.4928529071,305360.98600000003,4833098.271000001
943675,4154274,2017.0,2017.0,2008.0,TCHC,7,Humber River-Black Creek,2350 FINCH AVE W,4,15,2018-01-05,51,Evaluation needs to be conducted in 1 year,18,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0722,43.752199466,-79.54396680100001,301243.618,4845583.62
943676,4153044,2017.0,2017.0,1980.0,TCHC,4,Parkdale-High Park,300 DUFFERIN ST,7,114,2018-01-05,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,S0436,43.6395518816,-79.4281871995,310578.464,4833069.527
943677,4156268,2017.0,2017.0,1970.0,TCHC,21,Scarborough Centre,49 GILDER DR,6,22,2018-01-05,58,Evaluation needs to be conducted in 1 year,19,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,E2134,43.7365696854,-79.255181683,324505.1,4843874.254
943678,4153385,2017.0,2017.0,1979.0,TCHC,10,Spadina-Fort York,25 HENRY LANE TER,6,196,2018-01-04,74,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,S1038,43.64755666,-79.370208586,315257.886,4833963.232
943679,4153229,2017.0,2017.0,1980.0,TCHC,11,University-Rosedale,18 DAVENPORT RD,16,128,2018-01-04,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1128,43.673115478999996,-79.388725935,313757.068,4836802.752
943680,4155773,2017.0,2017.0,1966.0,PRIVATE,16,Don Valley East,100 ROWENA DR,12,248,2018-01-04,59,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,N1625,43.7517238195,-79.3143707442,319733.599,4845545.465
943681,4154900,2017.0,2017.0,1966.0,PRIVATE,16,Don Valley East,105 ROWENA DR,12,243,2018-01-04,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N1625,43.750896864,-79.31418886,319750.673,4845444.329
943682,4153515,2017.0,2017.0,1994.0,TCHC,13,Toronto Centre,21 ST JOSEPH ST,5,35,2018-01-04,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,,S1321,43.665635432399995,-79.386388138,313946.94899999996,4835971.066000001
943683,4153441,2017.0,2017.0,1809.0,PRIVATE,13,Toronto Centre,260 SHERBOURNE ST,4,10,2018-01-04,56,Evaluation needs to be conducted in 1 year,15,2.0,3.0,2.0,3.0,,3.0,,3.0,,,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1328,43.659098979899994,-79.3715644023,315143.57899999997,4835246.618
943684,4156373,2017.0,2017.0,1963.0,TCHC,2,Etobicoke Centre,58 WATERTON RD,6,47,2018-01-04,63,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0224,43.693937882,-79.51688954800001,303416.73699999996,4839111.034
943685,4153513,2017.0,2017.0,1929.0,PRIVATE,13,Toronto Centre,64 WELLESLEY ST E,5,60,2018-01-04,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1322,43.665901023,-79.381806918,314316.12100000004,4836002.031
943686,4154891,2017.0,2017.0,1958.0,PRIVATE,16,Don Valley East,2 SWIFT DR,4,61,2018-01-04,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,N1628,43.726549517399995,-79.31918836210001,319351.711,4842747.946
943687,4153504,2017.0,2017.0,1928.0,PRIVATE,13,Toronto Centre,138 WELLESLEY ST E,3,26,2018-01-04,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,,,S1322,43.6668236077,-79.3771743291,314689.849,4836104.096
943688,4154821,2017.0,2017.0,1966.0,PRIVATE,17,Don Valley North,201 VAN HORNE AVE,18,245,2018-01-04,73,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,N1727,43.786395807,-79.353703275,316559.107,4849392.065
943689,4154259,2017.0,2017.0,1984.0,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2018-01-04,56,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0733,43.733312244,-79.537225843,301785.494,4843485.091
943690,4154822,2017.0,2017.0,1969.0,PRIVATE,17,Don Valley North,25 LEITH HILL RD,15,147,2018-01-04,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,,5.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,,N1727,43.7763920506,-79.3495861019,316892.719,4848280.297
943691,4154611,2017.0,2017.0,1989.0,TCHC,6,York Centre,2 FAYWOOD BLVD,3,40,2018-01-04,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,N0629,43.735314433,-79.446969691,309056.09,4843708.153
